ID,name1
H4P00283,"Beatrix, Äbtissin d. Stifts zu Quedlinburg, Stiefschwester Heinrichs IV."
H4P00284,"Béla, Kg. I. v. Ungarn (Usurpator) (1060/61-1063), Vater Kg. Gézas (Geisa/Joas) I. v. Ungarn, Kg. Ladislaus’ (László) I. v. Ungarn und Sophies v. Ungarn, Bruder Kg. Andreas’ I. v. Ungarn, Onkel Kg. Salomons v. Ungarn"
H4P00285,"Benedikt VI., Papst (973-974)"
H4P00286,"Benedikt X., (Gegen)Papst (1058-1060), zuvor Johannes, Bf. II. v. Velletri (unbekannt-1060)"
H4P00287,"Benno, Notar"
H4P00288,Benno
H4P00289,Benno
H4P00290,"Benno (v. Woldenberg), Bf. v. Meißen (1066-1105/1107)"
H4P00291,"Benno, Bf. I. v. Osnabrück (1052/53-1068)"
H4P00292,"Benno, Bf. II. v. Osnabrück (1068-1088) Goslarer Vicedominus, Hildesheimer Kanoniker, Kapellan"
H4P00293,"Benno, Kapellan Heinrichs IV., Sohn Gf. Christophs, Bruder Dietmars"
H4P00294,"Benzo, Bf. v. Alba (1059-1077/90)"
H4P00295,Berard
H4P00296,Berard de Rustico
H4P00297,"Berard, Abt I. d. Kl.s Farfa"
H4P00298,"Berard, Abt II. d. Kl.s Farfa"
H4P00299,"Berard, Abt d. Kl.s S. Pietro in Montemartano"
H4P00300,Berchtold v. Meersburg → Berthold v. Meersburg
H4P00301,"Berengar I., Kg. (888-924) v. Italien u. Ks. (915-924)"
H4P00302,"Berengar, Gf. I. v. Sulzbach"
H4P00303,"Berengar v. Sangerhausen, Gf."
H4P00304,Berengar v. St. Laurentius zu Lüttich
H4P00305,"Berengar, Bf. v. Basel (1057-1072)"
H4P00306,Bern
H4P00307,"Bernard, Notar"
H4P00308,Bernard
H4P00309,Bernardus de Cremona
H4P00310,"Bernhard II., Hzg. v. Sachsen (1011-1059), Vater Gf. Hermanns Billung im Bardengau und Hzg. Ottos (Ordulf) v. Sachsen"
H4P00311,"Bernhard, Gf. im Dreingau"
H4P00312,"Bernhard, Gf. im Harzgau (und Falengau), Vater Gf. Gebhards v. Süpplingenburg"
H4P00313,"Bernhard, Gf. v. Hecklingen? / v. Plötzkau?"
H4P00314,"Bernhard, Gf. im Loosegau"
H4P00315,"Bernhard, Gf. II. v. Werl(-Arnsberg), Vater (ksl. Gegen)Bf. Heinrichs (v. Werl) v. Paderborn und Gf. Konrads v. Werl, Sohn Gf. Hermanns II. v. Werl"
H4P00316,"Bernhard, Gf."
H4P00317,"Bernhard, Gf."
H4P00318,Bernhard I. v. Scheyern
H4P00319,"Bernhard, Kanzler Heinrichs IV."
H4P00320,"Bernhard, kgl. Notar"
H4P00321,"Bernhard, Pfalznotar v. Parma"
H4P00322,"Bernhard, Edler u. Getreuer Heinrichs IV."
H4P00323,"Bernhard, Gesandter"
H4P00324,Bernhard v. Aosta → Bernhard v. Menthon
H4P00325,"Bernhard v. Menthon, Heiliger"
H4P00326,"Bernhard, Sohn Prados v. <i>Losa</i>, Bruder Paganus’"
H4P00327,"Bernhard, Sohn Teudicios, Bruder Lamberts"
H4P00328,"Bernhard, Bruder Hadebrechts"
H4P00329,Bernhard Almendaro
H4P00330,"Bernhard, röm. Kardinaldiakon"
H4P00331,"Bernhard, Bf. v. Padua (1048-1058)"
H4P00332,"Bernhard, Abt d. Kl.s St. Viktor zu Marseille"
H4P00333,"Bernhard v. Aachen, Propst"
H4P00334,"Bernold, (päpstl. Gegen)Bf. v. Konstanz (1080-1084)"
H4P00335,"Bernward, Kapellan"
H4P00336,"Bero, <i>miles</i> Mgf. Ekberts I. v. Meißen"
H4P00337,Berongius
H4P00338,"Bertald v. Gusolingo, Vater Udalrichs"
H4P00339,"Bertald, Bruder Karls"
H4P00340,Bertald
H4P00341,Bertaldus Malavolta
H4P00342,"Bertha (v. Turin), Ks.in u. Kg.in, Gem.in Heinrichs IV., Mutter Adelheids, Agnes’ v. Waiblingen, Heinrichs V., Heinrichs und (Gegen)Kg. Konrads (III.), Tochter Mgf. Ottos (v. Savoyen) v. Susa-Turin und Mgf.in Adelheids (v. Susa/v. Turin) v. Turin, Schwester Adelheids v. Turin und Amadeus’, Nichte Immulas (Irmingard), Tante Kg.in Adelheids (v. Rheinfelden) v. Ungarn, Agnes’ v. Rheinfelden, Berthas v. Rheinfelden und (Gegen)Hzg. Bertholds (v. Rheinfelden) I. v. Schwaben"
H4P00343,"Bertha, Gem.in Gf. Geros v. Brehna, Mutter Gf. Dietrichs (Theoderich) (v. Camburg) v. Brehna, Bf. Gunthers (v. Wettin) v. Naumburg-Zeitz und Gf. Wilhelms (v. Brehna) v. Camburg"
H4P00344,"Bertha v. Rheinfelden, Gem.in Gf. Ulrichs X. v. Bregenz, Tochter (Gegen)Kg. Rudolfs v. Rheinfelden und Adelheids v. Turin, Schwester Kg.in Adelheids (v. Rheinfelden) v. Ungarn, Agnes’ v. Rheinfelden und (Gegen)Hzg. Bertholds (v. Rheinfelden) I. v. Schwaben, Nichte Bf. Adalberos (v. Rheinfelden) v. Worms, Amadeus’ und Ks.in Berthas (v. Turin)"
H4P00345,"Bertha, Gf.in"
H4P00346,"Bertha, Äbtissin v. San Michele di Campagna"
H4P00347,"Berthold (I. v. Zähringen), Hzg. I. v. Kärnten (1061-1077), Mgf. v. Verona, Gf. im Breisgau, schwäbischer Gf., Vater (Gegen)Hzg. Bertholds (II. v. Zähringen) v. Schwaben, Bf. Gebhards (III. v. Zähringen) v. Konstanz und Mgf. Hermanns v. Verona"
H4P00348,"Berthold (II. v. Zähringen), (Gegen)Hzg. v. Schwaben (1092-1098), Hzg. v. Zähringen (1100-1111), Mgf., Gf. im Breisgau, Gem. Agnes’ v. Rheinfelden, Sohn Hzg. Bertholds (I. v. Zähringen) I. v. Kärnten, Bruder Bf. Gebhards (III. v. Zähringen) v. Konstanz und Mgf. Hermanns v. Verona, Onkel Mgf. Hermanns (II.) v. Baden"
H4P00349,"Berthold (v. Rheinfelden), (Gegen)Hzg. I. v. Schwaben (1079-1090), Sohn (Gegen)Kg. Rudolfs v. Rheinfelden und Adelheids v. Turin, Bruder Kg.in Adelheids (v. Rheinfelden) v. Ungarn, Agnes’ v. Rheinfelden und Berthas v. Rheinfelden, Neffe Bf. Adalberos (v. Rheinfelden) v. Worms, Amadeus’ und Ks.in Berthas (v. Turin)"
H4P00350,"Berthold, Gf. im Ahrgau"
H4P00351,"Berthold, Gf. I. v. Hamm, Vater Gf. Bertholds II. Hamm"
H4P00352,"Berthold, Gf. II. v. Hamm, Vogt d. Kl.s Prüm, Sohn Gf. Bertholds I. v. Hamm"
H4P00353,"Berthold, Gf. im Maingau"
H4P00354,"Berthold, Gf. v. Malstatt u. d. Wetterau"
H4P00355,"Berthold, Gf. im Niddagau"
H4P00356,"Berthold, Gf. in d. Ortenau"
H4P00357,"Berthold, Gf."
H4P00358,"Berthold, Gf."
H4P00359,"Berthold, Gf."
H4P00360,"Berthold I. v. Schwarzenburg, Vater Engelberts v. Schwarzenburg und Ebf. Friedrichs (v. Schwarzenburg) I. v. Köln"
H4P00361,"Berthold (Berchtold) v. Meersburg, königl. <i>miles</i> und Ratgeber und späterer Feind Heinrichs IV., Bruder Arnolds v. Meersburg und Liupolds v. Meersburg"
H4P00362,"Berthold v. Reichenau, Geschichstsschreiber, Gesandter (Gegen)Kg. Rudolfs v. Rheinfelden"
H4P00363,Berthold
H4P00364,"Berthold (v. Moosburg), (ksl. Gegen)Ebf. v. Salzburg (1085-1106/15), Bruder Mgf. Burchards v. Istrien und Bf. Burchards (III. v. Moosburg) v. Münster"
H4P00365,"Berthold, Abt d. Kl.s Reichenau"
H4P00366,"Bertolf, <i>advocatus</i>"
H4P00367,<i>Beruuic</i>
H4P00368,"Beutelsbacher, Adelsfamilie"
H4P00369,"Billung (<i>Pillunc</i>), Augsburger Domkanoniker"
H4P00370,"Billunger, Adelsgeschlecht aus Sachsen"
H4P00371,"Bobbo I., Gf. v. Henneberg → Poppo I., Gf. v. Henneberg"
H4P00372,"Bodo (<i>Bodonis</i>), Erzkanzler Heinrichs IV. → Bardo, Ebf. v. Mainz"
H4P00373,"Bogen-Falkensteiner, Familie"
H4P00374,"Bolesław, Kg. I. v. Polen (1076-1079/82), Hzg. II. v. Polen (1058-1079/82)"
H4P00375,"Bolesław, Hzg. III. v. Polen (1102-1138), Sohn Hzg. Władysławs I. Hermans v. Polen, Halbbruder Zbigniews"
H4P00376,Bonatinus
H4P00377,"Bonifatius, Ebf. v. Mainz (745-754), Missionar, Gründer d. Peterskirche zu Naumburg"
H4P00378,"Bonifatius, KardinalBf. v. Albano (1054-1072)"
H4P00379,"Bonifaz, Mgf. v. Tuszien-Canossa, Gem. Gf.in Beatrix’ (v. Tuszien-Canossa) v. Tuszien, Vater Mgf.in Mathildes v. Tuszien-Canossa"
H4P00380,"Bonifaz, Mgf."
H4P00381,"Bonifaz, Gf."
H4P00382,Bonifaz
H4P00383,"Bonizo, Bf. v. Sutri (vor 1078-1086?), Bf. v. Piacenza (1088-1090)"
H4P00384,Bonus d. Ältere
H4P00385,"Bonusammicus, Kanoniker v. San Giuliano in Gozzano"
H4P00386,"Bonushomo, <i>iudex</i>"
H4P00387,"Bonushomo, Vater Brunos und Hugos"
H4P00388,"Bonushomo, Knecht, Vater Thebalds"
H4P00389,Bop
H4P00390,"Borghi, Cremoneser Familie"
H4P00391,"Bořivoj, Hzg. II. v. Böhmen (1101-1107; 1117-1120), Sohn Kg. Vratislavs (I). v. Böhmen, Bruder Hzg. Břetislavs II. v. Böhmen und Judiths, Schwager Mgf. Leopolds (Liupold) III. v. Österreich, Neffe Bf. Gebhards (Jaromir) v. Prag und Hzg. Spytihnĕvs’ II. v. Böhmen"
H4P00392,"Borsa → Roger, Hzg. v. Apulien"
H4P00393,"Boso, Gf. v. Sabbioneta, Lehnsmann und Bannerträger Bf. Eberhards v. Parma"
H4P00394,Boso v. Barse
H4P00395,"Boto, bayerischer Gf."
H4P00396,"Boto, Gf. v. Botenstein"
H4P00397,"Boto, Gf., Vogt d. Pfalz zu Goslar"
H4P00398,"Boto, <i>miles</i> Heinrichs IV., Dienstmann Berthas (v. Turin)"
H4P00399,Boto (Poto)
H4P00400,Boto
H4P00401,"Bovo, vermutlich Abt d. Kl.s St. Bertin u. St. Audomar"
H4P00402,"Břetislav II., Hzg. v. Böhmen (1092-1100), Sohn Kg. Vratislavs (I). v. Böhmen, Bruder Hzg. Bořivojs II. v. Böhmen und Judiths, Neffe Bf. Gebhards (Jaromir) v. Prag und Hzg. Spytihnĕvs’ II. v. Böhmen"
H4P00403,"Britto, <i>iudex</i>"
H4P00404,"Brun, Gf. I. v. Braunschweig, Gem. Giselas v. Schwaben, Vater Gf. Liudolfs"
H4P00405,"Brun, Gf. II. v. Braunschweig, Sohn Gf. Liudolfs, Bruder Mgf. Ekberts I. v. Meißen, Onkel Mgf. Ekberts II. v. Meißen, Vetter Heinrichs IV."
H4P00406,Brun
H4P00407,Brun
H4P00408,"Brun, Bf. v. Meißen (1046-1063/1064?)"
H4P00409,"Bruno, Gf. v. Hengebach, Gem. Mathildes"
H4P00410,"Bruno, Gf. im Künzinggau, Vater Gf. Ekberts I. v. Formbach (?), Onkel Hermanns v. Ratelnberg und Gf. Udalrichs v. Ratelnberg"
H4P00411,"Bruno, Advokat Bf. Kunos v. Straßburg"
H4P00412,"Bruno, Sohn Bonushomos, Bruder Hugos"
H4P00413,"Bruno (v. Lauffen), Ebf. v. Trier (1101-1124), Trierer Dompropst"
H4P00414,"Bruno (v. Calw), (ksl. Gegen)Bf. v. Metz (1085-1088), Sohn Gf. Adalberts II. v. Calw und Wiltruds, Bruder Adalberts, Gottfrieds, Irmingards und Utas, Neffe Hzg. Gottfrieds (IV.) (d. Buckligen) v. Niederlothringen und Gf.in Idas (v. Bouillon)"
H4P00415,"Bruno, Bf. v. Naumburg-Zeitz (1285-1304)"
H4P00416,"Bruno, Bf. v. Verona (1072-1078)"
H4P00417,"Bruno, Kleriker und Chronist, Verfasser d. <i>Saxonicum bellum</i> (<i>De bello Saxonico</i>), vermutlich Mitglied d. Kanzlei (Gegen)Kg. Hermanns v. Salm und dessen Kanzler"
H4P00418,"Brunonen, Adelsgeschlecht"
H4P00419,<i>Brvon</i>
H4P00420,Buggo
H4P00421,"Burchard, Mgf. v. Istrien, Bruder (ksl. Gegen)Ebf. Bertholds (v. Moosburg) v. Salzburg und Bf. Burchards (III. v. Moosburg) v. Münster"
H4P00422,"Burchard, Burggf. v. Meißen"
H4P00423,"Burchard, Sohn Liutolds v. Rümlingen und Gŏthas, Bruder Liutprands, Notgers, Rudolfs und Udalrichs, Neffe Reginfrieds"
H4P00424,Burchard
H4P00425,Burchard
H4P00426,"Burchard A (BA), namentlich unbekannter Notar"
H4P00427,"Burchard B (BB), namentlich unbekannter Notar"
H4P00428,"Burchard (Burkhard) (IV. v. Fenis), Bf. v. Basel (1072-1107), Propst (v. St. Alban zu Mainz?), Kämmerer Ebf. Siegfrieds v. Mainz, Sohn Gf. Ulrichs (v. Fenis) in Burgund, Bruder Bf. Conons (v. Fenis) v. Lausanne"
H4P00429,"Burchard, Bf. I. v. Halberstadt (1036-1059)"
H4P00430,"Burchard, Bf. II. v. Halberstadt (1059-1088), Halberstädter Propst, Bruder Lantfrieds, Neffe Ebf. Annos II. v. Köln"
H4P00431,"Burchard, Bf. v. Lausanne (1056-1089), ital. Kanzler Heinrichs IV., Bruder Gf. Conos (Kuno?) v. Oltingen (u. v. Burgund?)"
H4P00432,"Burchard (III. v. Moosburg), Bf. v. Münster (1097/98-1118), Gf. III. v. Moosburg, Bruder (ksl. Gegen)Ebf. Bertholds (v. Moosburg) v. Salzburg und Mgf. Burchards v. Istrien"
H4P00433,"Burchard, Bf. v. Speyer"
H4P00434,"Burchard, Bf. v. Utrecht (1100-1112)"
H4P00435,"Burchard, Archidiakon, Gesandter Heinrichs IV."
H4P00436,"Burchard, Trierer Dompropst, Stiefbruder Odas v. Babenberg"
H4P00437,"Burchard, vom Metzer Klerus gewählter Bischofskandidat"
H4P00438,"Burchard (<i>Ricco</i>/<i>Pucco</i>), Augsburger Domkanoniker"
H4P00439,Burchart
H4P00440,"Burghard, Gem. Willibergas, Bruder Äbtissin Swanihilds v. Essen"
H4P00441,"Burkhard, Bf. v. Basel → Burchard, Bf. v. Basel"
H4P00442,Burrellus
H4P00443,"<i>C.</i>, unsichere Identifizierung → Konrad (III.) oder → Konrad v. Hohenburg; alternative Lesweise: <i>E.</i> → <i>E.</i>"
H4P00444,"Cadalus, <i>iudex</i>"
H4P00445,"Cadalus, Bf. v. Parma → Honorius (II.), (Gegen)Papst"
H4P00446,"Calonimus, Speyrer Jude, Vater Judas"
H4P00447,Carbonus
H4P00448,"Carcano, Familie"
H4P00449,"Caro, <i>urbane causidicus prefecture</i>"
H4P00450,"Castiglione Olona, Mailänder Capitanenfamilie"
H4P00451,"Cencius, <i>urbis causidicus</i>"
H4P00452,"Cencius (di Stefano), antigregorianischer röm. Adliger, Sohn Stephanus’"
H4P00453,"Cencius Johannis, röm. Stadpräfekt"
H4P00454,Chadoloh → Kadalaus (Kadaloh)
H4P00455,"Cham-Vohburger, Adelsgeschlecht"
H4P00456,"Childerich II., merowingischer Kg. (662-675)"
H4P00457,"Childerich III., merowingischer Kg. (743-751)"
H4P00458,"Chitele, Getreuer Heinrichs IV."
H4P00459,"Chlodwig I., merowingischer Kg. (481/82-511)"
H4P00460,"Christian, Gf. im Falen- und Harzgau"
H4P00461,"Christian, Mönch, Begleiter d. Legaten Abt Bernhards v. St. Viktor zu Marseille → Guitmund, Bf. v. Aversa"
H4P00462,"Christian, Bf. v. Passau (991-1013)"
H4P00463,"Christian, Magdeburger Domherr"
H4P00464,"Christoph, Gf., Vater Bennos und Dietmars"
H4P00465,"Chuniza, Gem.in Mgf. Albert Azzos II. v. Este, Mutter Hzg. Welfs (IV. v. Este) I. v. Bayern"
H4P00466,"Chuniza, Tochter Lancwares, Schwester Azalas, Coldruns, Ermas, Frizalas, Gozas, Gruzas, Herlocs, Perthas, Rihkartas und Seburgas"
H4P00467,"Clemens II., Papst (1046-1047), zuvor Suidger, Bf. v. Bamberg (1040-1046)"
H4P00468,"Clemens (III.), (Gegen)Papst (1080-1100), zuvor Wibert, Ebf. v. Ravenna (1072-1080), ital. Kanzler Heinrichs IV."
H4P00469,"Clodius, Erbauer d. turmartigen röm. Grabbaus in Waiblingen, evtl. gleichzusetzen mit dem merowingischen Kg. Chlodwig I."
H4P00470,"Coldrun, Tochter Lancwares, Schwester Azalas, Chunizas, Ermas, Frizalas, Gozas, Gruzas, Herlocs, Perthas, Rihkartas und Seburgas"
H4P00471,"Cono (Kuno?), Gf. v. Oltingen (u. v. Burgund?), Bruder Bf. Burchards v. Lausanne"
H4P00472,"Cono, Vater Icardus’"
H4P00473,"Cono, Bf. v. Brescia → Kuno, Bf. v. Brescia"
H4P00474,"Conon (v. Fenis), Bf. v. Lausanne (1097/98-1103), Sohn Gf. Ulrichs (v. Fenis) in Burgund, Bruder Bf. Burchards (Burkhard) (IV. v. Fenis) v. Basel"
H4P00475,Corbo de Gregorio Latro
H4P00476,"Corsi, röm. (Adels?)Familie"
H4P00477,"Cós, <i>miles</i> Mgf. Heinrichs I. v. Meißen"
H4P00478,"Cosmas, Bf. v. Prag (1091-1098)"
H4P00479,"Crescentius, marsikanischer Gf."
H4P00480,"Crescenticus, Vater Rusticus’"
H4P00481,"Cristofal, Sohn Paganus’"
H4P00482,"Cunibert, Bf. v. Turin → Kunibert, Bf. v. Turin"
H4P00483,"Cunihild, Edle, Mutter Reinolds"
H4P00484,"Dagibert, Domkanoniker zu Bergamo"
H4P00485,"Dagobert I., merowingischer Kg. (623-638/39)"
H4P00486,"Dagobert II., merowingischer Kg. (675-679)"
H4P00487,"Dagobert III., merowingischer Kg. (711-715/16)"
H4P00488,"Daibert, Bf. v. Pisa (1088-1105)"
H4P00489,Dammo
H4P00490,da Rho/Ro → Rho/Ro
H4P00491,"Dasena, <i>gens</i>"
H4P00492,"Dathan, biblische Gestalt, Sohn Eliabs, Bruder Abirams, Empörer gegen Moses"
H4P00493,"David, alttestamentlicher Kg."
H4P00494,"David, Speyrer Jude, Sohn Massulams"
H4P00495,"Dedi (Dedo) (d. Ältere), Mgf. I. v. d. Niederlausitz, Gf. im Hosgau, Gem. (1) Odas und (2) Adelas v. Brabant, Vater Mgf. Dedis (Dedo) (d. Jüngeren) II. v. d. Niederlausitz (aus [1]) und Mgf. Heinrichs I. v. Meißen (aus [2]), Sohn Mgf. Dietrichs I. v. d. Niederlausitz, Bruder Bf. Friedrichs (v. Wettin) v. Münster und Gf. Geros v. Brehna, Onkel Gf. Dietrichs (Theoderich) (v. Camburg) v. Brehna, Bf. Gunthers (v. Wettin) v. Naumburg-Zeitz und Gf. Wilhelms (v. Brehna) v. Camburg, Schwiegervater Gf. Adalberts (II.) v. Ballenstedt"
H4P00496,"Dedi (Dedo) (d. Jüngere), Mgf. II. v. d. Niederlausitz, <i>miles</i> Heinrichs IV., Sohn Mgf. Dedis (Dedo) (d. Älteren) I. v. d. Niederlausitz, Halbbruder Mgf. Heinrichs I. v. Meißen, Neffe Bf. Friedrichs (v. Wettin) v. Münster und Gf. Geros v. Brehna"
H4P00497,"Dedi (<i>Teto</i>/<i>Theti</i>), Mgf./Pfalzgf., Bruder Ebf. Adalberts v. Bremen-Hamburg und Pfalzgf. Friedrichs v. Sachsen (Gf. II. v. Goseck), Onkel Bischofselekt Friedrichs v. Naumburg-Zeitz"
H4P00498,"Desiderius, Abt d. Kl.s Montecassino → Viktor III., Papst"
H4P00499,"Detlef, Höriger d. Edlen Cunihild"
H4P00500,"Didald, Bf. v. Vicenza (unbekannt-1080)"
H4P00501,"Diedo, Bf. v. Brandenburg → Dietrich (Tiedo), Bf. v. Brandenburg"
H4P00502,"Diemo v. Malmsheim, Herr"
H4P00503,Diemo
H4P00504,"Diepold I., Gf., Vater Mgf. Diepolds (II.) (v. Vohburg) d. (bayerischen) Nordgaus und Gf. Ratpotos IV. v. Cham, Stammvater d. Ratpotonen"
H4P00505,"Diepold II. (v. Vohburg), Mgf. d. (bayerischen) Nordgaus, Vater Mgf. Diepolds (III.) v. Cham und Vohburg, Sohn Gf. Diepolds (I.), Bruder Gf. Ratpotos IV. v. Cham, Onkel Bf. Hermanns v. Augsburg, Pfalzgf. Ratpotos I. v. Bayern und Burggf. Udalrichs (Ulrich) (d. Reichen) v. Passau"
H4P00506,"Diepold III., Mgf. v. Cham und Vohburg, Mgf. d. (bayerischen) Nordgaus, Sohn Mgf. Diepolds (II.) (v. Vohburg) d. (bayerischen) Nordgaus, Neffe Gf. Ratpotos IV. v. Cham"
H4P00507,"Diepold (Tietbald), Gf. im Ardennengau"
H4P00508,"Dietbald, Gf. im Lüttichgau"
H4P00509,"Dietbald, Bf. v. Straßburg → Thiepald, Bf. v. Straßburg"
H4P00510,"Dietmar v. Trifels, Neffe Maginlachs v. Obrigheim"
H4P00511,"Dietmar, Sohn Gf. Christophs, Bruder Bennos"
H4P00512,"Dietmar, Ministeriale"
H4P00513,"Dietmar, Höriger"
H4P00514,"Dietmar (Thietmar), Bf. v. Chur (1040-1070)"
H4P00515,"Dietrich I., Hzg. v. Oberlothringen (978-1027/32), Vogt d. Kl.s Saint-Dié"
H4P00516,"Dietrich II., Hzg. v. Oberlothringen (1070-1115), Vogt d. Kl.s Saint-Dié und d. Güter Wellen (?), Mallingen, Kerlingen und Kleinhettingen, Sohn Hzg. Gerhards (I.) v. Oberlothringen"
H4P00517,"Dietrich, Pfalzgf., Trierer Burggf. und Stiftsvogt"
H4P00518,"Dietrich, Mgf. I. v. d. Niederlausitz, Vater Mgf. Dedis (Dedo) (d. Älteren) I. v. d. Niederlausitz, Bf. Friedrichs (v. Wettin) v. Münster und Gf. Geros v. Brehna"
H4P00519,"Dietrich v. <i>Herlár</i> (Herlaar? Heerlen?), Gf. v. Are, Vogt d. Stiftes d. hl. Servatius zu Maastricht"
H4P00520,"Dietrich (Theoderich) (v. Camburg), Gf. v. Brehna, sächsischer Fürst, Sohn Gf. Geros v. Brehna und Berthas, Bruder Bf. Gunthers (v. Wettin) v. Naumburg-Zeitz und Gf. Wilhelms (v. Brehna) v. Camburg, Neffe Mgf. Dedis (Dedo) (d. Älteren) I. v. d. Niederlausitz und Bf. Friedrichs (v. Wettin) v. Münster"
H4P00521,"Dietrich III., Gf. v. Holland, Gf. im Westvlieland und Rijnland, Vater Gf. Dietrichs (IV.) v. Holland und Gf. Florens’ (I.) v. Holland"
H4P00522,"Dietrich IV., Gf. v. Holland, Sohn Gf. Dietrichs (III.) v. Holland, Bruder Gf. Florens’ (I.) v. Holland, Onkel Gf. Dietrichs (V.) v. Holland"
H4P00523,"Dietrich V., Gf. v. Holland, Sohn Gf. Florens’ (I.) v. Holland, Neffe Gf. Dietrichs (IV.) v. Holland"
H4P00524,"Dietrich, Gf. II. v. Katlenburg, Vater Gf. Dietrichs III. v. Katlenburg"
H4P00525,"Dietrich, Gf. III. v. Katlenburg, Sohn Gf. Dietrichs II. v. Katlenburg"
H4P00526,"Dietrich (Dirk ‚de Rossige‘/Theodericus Flamens), Gf. im Gau Veluwe, Vater Gf. Goswins I. v. Heinsberg, Vater oder Onkel Gf. Gerhards (III.) I. v. Wassenberg(-Geldern)"
H4P00527,"Dietrich v. Tomburg, Gf."
H4P00528,"Dietrich, Gf."
H4P00529,"Dietrich de Walhiel, Ministeriale Pfalzgf. Friedrichs v. Sachsen (Gf. II. v. Goseck)"
H4P00530,"Dietrich, Vogt Abt Reginberts v. Echternach"
H4P00531,"Dietrich, Sohn Bavos"
H4P00532,"Dietrich, aus der Grundherrschaft Boppard"
H4P00533,Dietrich
H4P00534,Dietrich
H4P00535,"Dietrich, Bf. v. Basel (1040-1056)"
H4P00536,"Dietrich (Diedo/Tiedo), Bf. v. Brandenburg (1069-1085)"
H4P00537,"Dietrich (Theoderich), Bf. v. Verdun (1046-1089)"
H4P00538,"Dietwin, Bf. v. Lüttich (1048-1075)"
H4P00539,"Dionysius, Bf. v. Piacenza (1048/49-1081)"
H4P00540,"Dirk ‚de Rossige’ → Dietrich, Gf. im Gau Veluwe"
H4P00541,Dodo
H4P00542,"Dominicus, Patriarch V. v. Grado (ca. 1074-1077)"
H4P00543,Dudatus
H4P00544,"<i>E.</i>, Bamberger Magister, als Bf. v. Merseburg empfohlen"
H4P00545,"<i>E.</i>, Bote, unsichere Identifizierung → Ebbo oder → Egilbert"
H4P00546,"<i>E.</i>, unsichere Identifizierung → Ekbert, Mgf. II. v. Meißen; alternative Lesweise: <i>C.</i> → <i>C.</i>"
H4P00547,EA → Eberhard A
H4P00548,"Ebbo, Ministeriale"
H4P00549,"Ebbo, Ministeriale"
H4P00550,"Ebbo, Dienstmann Heinrichs IV."
H4P00551,"Eberhard VI., Gf. I. v. Nellenburg, Gf. im Neckargau, Vater Eberhards VII. (d. Jüngeren) v. Nellenburg, Abt Ekkehards (v. Nellenburg) v. Reichenau, Heinrichs und Ebf. Udos (v. Nellenburg) v. Trier"
H4P00552,"Eberhard, Gf. v. Süpplingenburg"
H4P00553,"Eberhard (<i>Barbatus</i>), Gf., Ratgeber Heinrichs IV."
H4P00554,"Eberhard, Gf."
H4P00555,"Eberhard, Gf."
H4P00556,"Eberhard, Gf."
H4P00557,"Eberhard, Gf."
H4P00558,"Eberhard, Gf."
H4P00559,"Eberhard v. Metzingen, Herr"
H4P00560,"Eberhard v. Mühlen, Herr"
H4P00561,"Eberhard, Vogt d. Kl.s Werden"
H4P00562,"Eberhard A (EA), namentlich unbekannter Notar"
H4P00563,Eberhard v. <i>Hagoue</i>
H4P00564,"Eberhard VII. (d. Jüngere) v. Nellenburg, Sohn Gf. Eberhards (VI.) I. v. Nellenburg, Bruder, Abt Ekkehards (v. Nellenburg) v. Reichenau, Heinrichs und Ebf. Udos (v. Nellenburg) v. Trier"
H4P00565,Eberhard v. <i>Virceburc</i> (Weissenburg?)
H4P00566,"Eberhard, Sohn Werinhards, Bruder Bf. Kunos v. Straßburg und Werinhards"
H4P00567,"Eberhard, Freier"
H4P00568,Eberhard
H4P00569,"Eberhard, Ebf. v. Trier (1047-1066)"
H4P00570,"Eberhard, Bischofselekt v. Augsburg (1094), Abt d. Kl.s Kempten"
H4P00571,"Eberhard, Bf. I. v. Eichstätt (1099-1112)"
H4P00572,"Eberhard, Bf. I. v. Konstanz (1034-1046)"
H4P00573,"Eberhard (Eppo), Bf. v. Naumburg-Zeitz (1045-1079), Administrator d. Bistums Würzburg"
H4P00574,"Eberhard, Bf. v. Parma (1072-1085), Kölner Kleriker"
H4P00575,"Eberhard II., Abt d. Kl.s Tegernsee, Abt d. Kl.s St. Emmeram zu Regensburg, Abt d. Kl.s Ottobeuren, Abt d. Kl.s Füssen (St. Mang), Bruder Abt Udalrichs (II.?) v. St. Gallen"
H4P00576,"Eberhard, Abt d. Kl.s Fulda"
H4P00577,"Ebersberger, Adelsgeschlecht"
H4P00578,Ecilus v. Onara
H4P00579,"Eckehard, Mgf. II. v. Meißen → Ekkehard, Mgf. II. v. Meißen"
H4P00580,Edith v. Schottland → Mathilde v. England
H4P00581,"Egeno, Gf. v. Osthouse"
H4P00582,Egeno II. v. Konradsburg
H4P00583,"<i>Egilbertus</i>, angebl. Kanzler Heinrichs IV. → Egilbert (v. Moosburg), Bf. v. Freising"
H4P00584,Egilbert
H4P00585,"Egilbert (v. Ortenburg?), Ebf. v. Trier (1079-1101), Dompropst v. Passau"
H4P00586,"Egilbert (v. Moosburg), Bf. v. Freising (1005-1039), Kanzler Heinrichs II."
H4P00587,"Egilbert (Eilbert), Bf. v. Minden (1055-1080)"
